Date,Close,Symbol
2019-01-02,37.57520294189453,AAPL
2019-01-03,33.83244705200195,AAPL
2019-01-04,35.27672576904297,AAPL
2019-01-07,35.19820785522461,AAPL
2019-01-08,35.86918640136719,AAPL
2019-01-09,36.47831344604492,AAPL
2019-01-10,36.59490966796875,AAPL
2019-01-11,36.23562240600586,AAPL
2019-01-14,35.690738677978516,AAPL
2019-01-15,36.42121124267578,AAPL
2019-01-16,36.86616134643555,AAPL
2019-01-17,37.085060119628906,AAPL
2019-01-18,37.31348419189453,AAPL
2019-01-22,36.4759407043457,AAPL
2019-01-23,36.62346649169922,AAPL
2019-01-24,36.33317947387695,AAPL
2019-01-25,37.537132263183594,AAPL
2019-01-28,37.18974304199219,AAPL
2019-01-29,36.804290771484375,AAPL
2019-01-30,39.31929397583008,AAPL
2019-01-31,39.60243606567383,AAPL
2019-02-01,39.62147521972656,AAPL
2019-02-04,40.7469367980957,AAPL
2019-02-05,41.44407653808594,AAPL
2019-02-06,41.45836639404297,AAPL
2019-02-07,40.67316818237305,AAPL
2019-02-08,40.72096252441406,AAPL
2019-02-11,40.48677444458008,AAPL
2019-02-12,40.835655212402344,AAPL
2019-02-13,40.66600036621094,AAPL
2019-02-14,40.814144134521484,AAPL
2019-02-15,40.72334289550781,AAPL
2019-02-19,40.84521484375,AAPL
2019-02-20,41.10806655883789,AAPL
2019-02-21,40.876277923583984,AAPL
2019-02-22,41.33269119262695,AAPL
2019-02-25,41.63378143310547,AAPL
2019-02-26,41.65766906738281,AAPL
2019-02-27,41.786712646484375,AAPL
2019-02-28,41.37570571899414,AAPL
2019-03-01,41.81060028076172,AAPL
2019-03-04,42.02090072631836,AAPL
2019-03-05,41.944427490234375,AAPL
2019-03-06,41.703086853027344,AAPL
2019-03-07,41.22037887573242,AAPL
2019-03-08,41.318363189697266,AAPL
2019-03-11,42.74971389770508,AAPL
2019-03-12,43.23001480102539,AAPL
2019-03-13,43.42118453979492,AAPL
2019-03-14,43.90388107299805,AAPL
2019-03-15,44.475006103515625,AAPL
2019-03-18,44.929012298583984,AAPL
2019-03-19,44.572975158691406,AAPL
2019-03-20,44.96247482299805,AAPL
2019-03-21,46.618446350097656,AAPL
2019-03-22,45.653072357177734,AAPL
2019-03-25,45.10106658935547,AAPL
2019-03-26,44.635093688964844,AAPL
2019-03-27,45.03655242919922,AAPL
2019-03-28,45.09629440307617,AAPL
2019-03-29,45.39021682739258,AAPL
2019-04-01,45.698482513427734,AAPL
2019-04-02,46.36277389526367,AAPL
2019-04-03,46.68059158325195,AAPL
2019-04-04,46.7618293762207,AAPL
2019-04-05,47.074859619140625,AAPL
2019-04-08,47.815635681152344,AAPL
2019-04-09,47.67226791381836,AAPL
2019-04-10,47.93989944458008,AAPL
2019-04-11,47.54084014892578,AAPL
2019-04-12,47.52172088623047,AAPL
2019-04-15,47.60773849487305,AAPL
2019-04-16,47.612525939941406,AAPL
2019-04-17,48.539676666259766,AAPL
2019-04-18,48.7141227722168,AAPL
2019-04-22,48.87423324584961,AAPL
2019-04-23,49.579158782958984,AAPL
2019-04-24,49.50269317626953,AAPL
2019-04-25,49.053436279296875,AAPL
2019-04-26,48.81926727294922,AAPL
2019-04-29,48.89333724975586,AAPL
2019-04-30,47.95185089111328,AAPL
2019-05-01,50.30558395385742,AAPL
2019-05-02,49.97820281982422,AAPL
2019-05-03,50.599510192871094,AAPL
