Date,Symbol,Close
2019-01-02,AAPL,37.57521438598633
2019-01-03,AAPL,33.832435607910156
2019-01-04,AAPL,35.27671432495117
2019-01-05,AAPL,35.27671432495117
2019-01-06,AAPL,35.27671432495117
2019-01-07,AAPL,35.198204040527344
2019-01-08,AAPL,35.86920166015625
2019-01-09,AAPL,36.47830581665039
2019-01-10,AAPL,36.59489059448242
2019-01-11,AAPL,36.23561477661133
2019-01-12,AAPL,36.23561477661133
2019-01-13,AAPL,36.23561477661133
2019-01-14,AAPL,35.69073486328125
2019-01-15,AAPL,36.42121124267578
2019-01-16,AAPL,36.86615753173828
2019-01-17,AAPL,37.08504867553711
2019-01-18,AAPL,37.313472747802734
2019-01-19,AAPL,37.313472747802734
2019-01-20,AAPL,37.313472747802734
2019-01-21,AAPL,37.313472747802734
2019-01-22,AAPL,36.4759407043457
2019-01-23,AAPL,36.62346267700195
2019-01-24,AAPL,36.333168029785156
2019-01-25,AAPL,37.53713607788086
2019-01-26,AAPL,37.53713607788086
2019-01-27,AAPL,37.53713607788086
2019-01-28,AAPL,37.18975830078125
2019-01-29,AAPL,36.80429458618164
2019-01-30,AAPL,39.31929016113281
2019-01-31,AAPL,39.60244369506836
2019-02-01,AAPL,39.621490478515625
2019-02-02,AAPL,39.621490478515625
2019-02-03,AAPL,39.621490478515625
2019-02-04,AAPL,40.74692153930664
2019-02-05,AAPL,41.44408416748047
2019-02-06,AAPL,41.45836639404297
2019-02-07,AAPL,40.67316436767578
2019-02-08,AAPL,40.7209587097168
2019-02-09,AAPL,40.7209587097168
2019-02-10,AAPL,40.7209587097168
2019-02-11,AAPL,40.486785888671875
2019-02-12,AAPL,40.83565902709961
2019-02-13,AAPL,40.665985107421875
2019-02-14,AAPL,40.81415557861328
2019-02-15,AAPL,40.72334289550781
2019-02-16,AAPL,40.72334289550781
2019-02-17,AAPL,40.72334289550781
2019-02-18,AAPL,40.72334289550781
2019-02-19,AAPL,40.84520721435547
2019-02-20,AAPL,41.108070373535156
2019-02-21,AAPL,40.876285552978516
2019-02-22,AAPL,41.332679748535156
2019-02-23,AAPL,41.332679748535156
2019-02-24,AAPL,41.332679748535156
2019-02-25,AAPL,41.63377380371094
2019-02-26,AAPL,41.657684326171875
2019-02-27,AAPL,41.78669738769531
2019-02-28,AAPL,41.375701904296875
2019-03-01,AAPL,41.81061935424805
2019-03-02,AAPL,41.81061935424805
2019-03-03,AAPL,41.81061935424805
2019-03-04,AAPL,42.02088928222656
2019-03-05,AAPL,41.94443130493164
2019-03-06,AAPL,41.70307540893555
2019-03-07,AAPL,41.22037124633789
2019-03-08,AAPL,41.31834411621094
2019-03-09,AAPL,41.31834411621094
2019-03-10,AAPL,41.31834411621094
2019-03-11,AAPL,42.749717712402344
2019-03-12,AAPL,43.23002624511719
2019-03-13,AAPL,43.42119216918945
2019-03-14,AAPL,43.903892517089844
2019-03-15,AAPL,44.475006103515625
2019-03-16,AAPL,44.475006103515625
2019-03-17,AAPL,44.475006103515625
2019-03-18,AAPL,44.92901611328125
2019-03-19,AAPL,44.57297897338867
2019-03-20,AAPL,44.96247863769531
2019-03-21,AAPL,46.618465423583984
2019-03-22,AAPL,45.653072357177734
2019-03-23,AAPL,45.653072357177734
2019-03-24,AAPL,45.653072357177734
2019-03-25,AAPL,45.101070404052734
2019-03-26,AAPL,44.63509750366211
2019-03-27,AAPL,45.03654479980469
2019-03-28,AAPL,45.0963020324707
2019-03-29,AAPL,45.39021301269531
2019-03-30,AAPL,45.39021301269531
2019-03-31,AAPL,45.39021301269531
2019-04-01,AAPL,45.698463439941406
2019-04-02,AAPL,46.362762451171875
2019-04-03,AAPL,46.68058776855469
2019-04-04,AAPL,46.761817932128906
2019-04-05,AAPL,47.07486343383789
2019-04-06,AAPL,47.07486343383789
2019-04-07,AAPL,47.07486343383789
2019-04-08,AAPL,47.815635681152344
2019-04-09,AAPL,47.67227554321289
2019-04-10,AAPL,47.93989562988281
2019-04-11,AAPL,47.540836334228516
2019-04-12,AAPL,47.5217170715332
2019-04-13,AAPL,47.5217170715332
2019-04-14,AAPL,47.5217170715332
2019-04-15,AAPL,47.60774612426758
2019-04-16,AAPL,47.612525939941406
2019-04-17,AAPL,48.53968811035156
2019-04-18,AAPL,48.71413040161133
2019-04-19,AAPL,48.71413040161133
2019-04-20,AAPL,48.71413040161133
2019-04-21,AAPL,48.71413040161133
2019-04-22,AAPL,48.87422561645508
2019-04-23,AAPL,49.579166412353516
2019-04-24,AAPL,49.502689361572266
2019-04-25,AAPL,49.05345153808594
2019-04-26,AAPL,48.81926727294922
2019-04-27,AAPL,48.81926727294922
2019-04-28,AAPL,48.81926727294922
2019-04-29,AAPL,48.89333724975586
2019-04-30,AAPL,47.951839447021484
2019-05-01,AAPL,50.30558776855469
2019-05-02,AAPL,49.97822570800781
2019-05-03,AAPL,50.59950637817383
2019-05-04,AAPL,50.59950637817383
2019-05-05,AAPL,50.59950637817383
2019-05-06,AAPL,49.81812286376953
2019-05-07,AAPL,48.47517013549805
2019-05-08,AAPL,48.484718322753906
2019-05-09,AAPL,47.96379852294922
2019-05-10,AAPL,47.29933166503906
2019-05-11,AAPL,47.29933166503906
2019-05-12,AAPL,47.29933166503906
2019-05-13,AAPL,44.55031967163086
2019-05-14,AAPL,45.255558013916016
2019-05-15,AAPL,45.797691345214844
2019-05-16,AAPL,45.596187591552734
2019-05-17,AAPL,45.337120056152344
2019-05-18,AAPL,45.337120056152344
2019-05-19,AAPL,45.337120056152344
2019-05-20,AAPL,43.919437408447266
2019-05-21,AAPL,44.761409759521484
2019-05-22,AAPL,43.845069885253906
2019-05-23,AAPL,43.09665298461914
2019-05-24,AAPL,42.931129455566406
2019-05-25,AAPL,42.931129455566406
2019-05-26,AAPL,42.931129455566406
2019-05-27,AAPL,42.931129455566406
2019-05-28,AAPL,42.75362014770508
2019-05-29,AAPL,42.54973220825195
2019-05-30,AAPL,42.77041244506836
2019-05-31,AAPL,41.99561309814453
2019-06-01,AAPL,41.99561309814453
2019-06-02,AAPL,41.99561309814453
2019-06-03,AAPL,41.57102584838867
2019-06-04,AAPL,43.09185791015625
2019-06-05,AAPL,43.78749084472656
2019-06-06,AAPL,44.43038558959961
2019-06-07,AAPL,45.61298370361328
2019-06-08,AAPL,45.61298370361328
2019-06-09,AAPL,45.61298370361328
2019-06-10,AAPL,46.19588851928711
2019-06-11,AAPL,46.73081970214844
2019-06-12,AAPL,46.582096099853516
2019-06-13,AAPL,46.5724983215332
2019-06-14,AAPL,46.23427200317383
2019-06-15,AAPL,46.23427200317383
2019-06-16,AAPL,46.23427200317383
2019-06-17,AAPL,46.51012420654297
2019-06-18,AAPL,47.60397720336914
2019-06-19,AAPL,47.46485137939453
2019-06-20,AAPL,47.84626007080078
2019-06-21,AAPL,47.683135986328125
2019-06-22,AAPL,47.683135986328125
2019-06-23,AAPL,47.683135986328125
2019-06-24,AAPL,47.63516616821289
2019-06-25,AAPL,46.91312026977539
2019-06-26,AAPL,47.92782211303711
2019-06-27,AAPL,47.91341781616211
2019-06-28,AAPL,47.476844787597656
2019-06-29,AAPL,47.476844787597656
2019-06-30,AAPL,47.476844787597656
2019-07-01,AAPL,48.347599029541016
2019-07-02,AAPL,48.630645751953125
2019-07-03,AAPL,49.033660888671875
2019-07-04,AAPL,49.033660888671875
2019-07-05,AAPL,48.990482330322266
2019-07-06,AAPL,48.990482330322266
2019-07-07,AAPL,48.990482330322266
2019-07-08,AAPL,47.9805908203125
2019-07-09,AAPL,48.27323532104492
2019-07-10,AAPL,48.7505989074707
2019-07-11,AAPL,48.39558410644531
2019-07-12,AAPL,48.767391204833984
2019-07-13,AAPL,48.767391204833984
2019-07-14,AAPL,48.767391204833984
2019-07-15,AAPL,49.22557067871094
2019-07-16,AAPL,49.05524826049805
2019-07-17,AAPL,48.77939224243164
2019-07-18,AAPL,49.33350372314453
2019-07-19,AAPL,48.59708023071289
2019-07-20,AAPL,48.59708023071289
2019-07-21,AAPL,48.59708023071289
2019-07-22,AAPL,49.70771408081055
2019-07-23,AAPL,50.096317291259766
2019-07-24,AAPL,50.055538177490234
2019-07-25,AAPL,49.65974426269531
2019-07-26,AAPL,49.832454681396484
2019-07-27,AAPL,49.832454681396484
2019-07-28,AAPL,49.832454681396484
2019-07-29,AAPL,50.29781723022461
2019-07-30,AAPL,50.08192825317383
2019-07-31,AAPL,51.10380935668945
2019-08-01,AAPL,49.99796676635742
2019-08-02,AAPL,48.94010925292969
2019-08-03,AAPL,48.94010925292969
2019-08-04,AAPL,48.94010925292969
2019-08-05,AAPL,46.37819290161133
2019-08-06,AAPL,47.25614547729492
2019-08-07,AAPL,47.745506286621094
2019-08-08,AAPL,48.7985725402832
2019-08-09,AAPL,48.396453857421875
2019-08-10,AAPL,48.396453857421875
2019-08-11,AAPL,48.396453857421875
2019-08-12,AAPL,48.273651123046875
2019-08-13,AAPL,50.317970275878906
2019-08-14,AAPL,48.82024383544922
2019-08-15,AAPL,48.57704544067383
2019-08-16,AAPL,49.72320556640625
2019-08-17,AAPL,49.72320556640625
2019-08-18,AAPL,49.72320556640625
2019-08-19,AAPL,50.65025329589844
2019-08-20,AAPL,50.65266418457031
2019-08-21,AAPL,51.20166778564453
2019-08-22,AAPL,51.15831756591797
2019-08-23,AAPL,48.79375076293945
2019-08-24,AAPL,48.79375076293945
2019-08-25,AAPL,48.79375076293945
2019-08-26,AAPL,49.72080612182617
2019-08-27,AAPL,49.15975570678711
2019-08-28,AAPL,49.489646911621094
2019-08-29,AAPL,50.32759094238281
2019-08-30,AAPL,50.26258850097656
2019-08-31,AAPL,50.26258850097656
2019-09-01,AAPL,50.26258850097656
2019-09-02,AAPL,50.26258850097656
2019-09-03,AAPL,49.53057098388672
2019-09-04,AAPL,50.370941162109375
2019-09-05,AAPL,51.35575485229492
2019-09-06,AAPL,51.350955963134766
2019-09-07,AAPL,51.350955963134766
2019-09-08,AAPL,51.350955963134766
2019-09-09,AAPL,51.570068359375
2019-09-10,AAPL,52.17926788330078
2019-09-11,AAPL,53.83831024169922
2019-09-12,AAPL,53.717918395996094
2019-09-13,AAPL,52.672889709472656
2019-09-14,AAPL,52.672889709472656
2019-09-15,AAPL,52.672889709472656
2019-09-16,AAPL,52.94980239868164
2019-09-17,AAPL,53.142425537109375
2019-09-18,AAPL,53.64086151123047
2019-09-19,AAPL,53.20503616333008
2019-09-20,AAPL,52.427284240722656
2019-09-21,AAPL,52.427284240722656
2019-09-22,AAPL,52.427284240722656
2019-09-23,AAPL,52.66566467285156
2019-09-24,AAPL,52.415245056152344
2019-09-25,AAPL,53.22189712524414
2019-09-26,AAPL,52.947383880615234
2019-09-27,AAPL,52.68974685668945
2019-09-28,AAPL,52.68974685668945
2019-09-29,AAPL,52.68974685668945
2019-09-30,AAPL,53.929813385009766
2019-10-01,AAPL,54.0791015625
2019-10-02,AAPL,52.72345733642578
2019-10-03,AAPL,53.17132568359375
2019-10-04,AAPL,54.66181945800781
2019-10-05,AAPL,54.66181945800781
2019-10-06,AAPL,54.66181945800781
2019-10-07,AAPL,54.673851013183594
2019-10-08,AAPL,54.033363342285156
2019-10-09,AAPL,54.666629791259766
2019-10-10,AAPL,55.403446197509766
2019-10-11,AAPL,56.87709426879883
2019-10-12,AAPL,56.87709426879883
2019-10-13,AAPL,56.87709426879883
2019-10-14,AAPL,56.79521560668945
2019-10-15,AAPL,56.66279220581055
2019-10-16,AAPL,56.43402862548828
2019-10-17,AAPL,56.65315628051758
2019-10-18,AAPL,56.925262451171875
2019-10-19,AAPL,56.925262451171875
2019-10-20,AAPL,56.925262451171875
2019-10-21,AAPL,57.91248321533203
2019-10-22,AAPL,57.78004837036133
2019-10-23,AAPL,58.555397033691406
2019-10-24,AAPL,58.65171432495117
2019-10-25,AAPL,59.37407684326172
2019-10-26,AAPL,59.37407684326172
2019-10-27,AAPL,59.37407684326172
2019-10-28,AAPL,59.968841552734375
2019-10-29,AAPL,58.58188247680664
2019-10-30,AAPL,58.57466506958008
2019-10-31,AAPL,59.89900207519531
2019-11-01,AAPL,61.5989990234375
2019-11-02,AAPL,61.5989990234375
2019-11-03,AAPL,61.5989990234375
2019-11-04,AAPL,62.003517150878906
2019-11-05,AAPL,61.9144287109375
2019-11-06,AAPL,61.940914154052734
2019-11-07,AAPL,62.65578079223633
2019-11-08,AAPL,62.82726287841797
2019-11-09,AAPL,62.82726287841797
2019-11-10,AAPL,62.82726287841797
2019-11-11,AAPL,63.32476806640625
2019-11-12,AAPL,63.26681900024414
2019-11-13,AAPL,63.873016357421875
2019-11-14,AAPL,63.43105697631836
2019-11-15,AAPL,64.18457794189453
2019-11-16,AAPL,64.18457794189453
2019-11-17,AAPL,64.18457794189453
2019-11-18,AAPL,64.50819396972656
2019-11-19,AAPL,64.31256866455078
2019-11-20,AAPL,63.563880920410156
2019-11-21,AAPL,63.278900146484375
2019-11-22,AAPL,63.22336196899414
2019-11-23,AAPL,63.22336196899414
2019-11-24,AAPL,63.22336196899414
2019-11-25,AAPL,64.33189392089844
2019-11-26,AAPL,63.82954788208008
2019-11-27,AAPL,64.68692779541016
2019-11-28,AAPL,64.68692779541016
2019-11-29,AAPL,64.54440307617188
2019-11-30,AAPL,64.54440307617188
2019-12-01,AAPL,64.54440307617188
2019-12-02,AAPL,63.79815673828125
2019-12-03,AAPL,62.660621643066406
2019-12-04,AAPL,63.21367645263672
2019-12-05,AAPL,64.1410903930664
2019-12-06,AAPL,65.38005828857422
2019-12-07,AAPL,65.38005828857422
2019-12-08,AAPL,65.38005828857422
2019-12-09,AAPL,64.46473693847656
2019-12-10,AAPL,64.84150695800781
